target,location,season,calendar_week,CU_EAKFC_SEIRS,CU_EAKFC_SIRS,CU_EKF_SEIRS,CU_EKF_SIRS,CU_RHF_SEIRS,CU_RHF_SIRS,CUBMA,Delphi_BasisRegression,Delphi_EmpiricalFutures,Delphi_EmpiricalTrajectories,Delphi_ExtendedDeltaDensity,Delphi_MarkovianDeltaDensity,Delphi_Uniform,FluOutlook_Mech,FluOutlook_MechAug,FluX_ARLR,FluX_LSTM,LANL_DBMplus,Protea_Cheetah,Protea_Kudu,Protea_Springbok,ReichLab_kcde_backfill_none,ReichLab_kcde_backfill_post_hoc,ReichLab_kde,ReichLab_sarima_seasonal_difference_FALSE,ReichLab_sarima_seasonal_difference_TRUE,UA_EpiCos
3 wk ahead,HHS Region 8,2014/2015,18,0,0,0,0,0,0,0.00950771790464269,0.51852819,0.39993138,0.41800153,0.370395816,0.20913330712,0.045801528,0,0,0.30474499,0.37833102,0.783843625,0.398001878,0.46588608,0.398,0.161,0.16444,0.721942468,0.2917,0.3291,0.11513586
3 wk ahead,HHS Region 8,2014/2015,43,0.320647,0.297417,0.253341,0.307396,0.42134,0.474206,0.181201903662497,0.0518311248,0.21414542,0.22650842,0.20301445,0.404243179,0.061068704,0.4333363,0.1717529,0.38505473,0.47449245,0.4562269844,0.11600159465913,0.41967566,0.116,0.07038,0.07302,0.42473595594,0.5132,0.435,0.20729966
3 wk ahead,HHS Region 8,2014/2015,44,0.121998,0.224743,0.136019,0.184654,0.251335,0.402119,0.0254897579932551,0.0556823906,0.19193674,0.20310117,0.154028609,0.367192124,0.061068704,0.94239868,0.99999999,0.38562167,0.41461796,0.3092508104,0.174000618365602,0.303909913,0.174,0.06744,0.0647,0.37380317394,0.4695,0.2476,0.19946881
3 wk ahead,HHS Region 8,2014/2015,45,0.198003,0.275359,0.198012,0.22472,0.208718,0.406765,0.405907007,0.1758909762,0.258587,0.28710063,0.388389687,0.45721480219,0.07633588,0.9016139325,0.3074795475,0.43296443,0.49768663,0.6142276924,0.410100931116,0.6274596011,0.404,0.1474,0.1496,0.47507648394,0.5689,0.3806,0.2187453
3 wk ahead,HHS Region 8,2014/2015,46,0.602052,0.498104,0.683388,0.509412,0.590064,0.563447,0.52416484,0.377724166,0.32680609,0.3562869,0.654679531,0.86198336634,0.099236644,1.0000000006,0.74809822,0.56716785,0.73133071,0.5991511998,0.705109517893,0.744633431,0.704,0.35436,0.35316,0.57269764794,0.6984,0.3524,0.50357004
3 wk ahead,HHS Region 8,2014/2015,47,0.918752,0.672857,0.954835,0.691519,0.941374,0.721589,0.44277211,0.8417060869,0.44771635,0.46820156,0.89566141,0.89450540393,0.145038172,0.999999954,0.99999987348,0.79942692,0.869713212,0.8460683176,0.85800447752,0.715627613,0.862,0.4298,0.43196,0.7319119759,0.9047,0.6152,0.87650776
3 wk ahead,HHS Region 8,2014/2015,48,0.540927,0.660845,0.691389,0.584768,0.524852,0.542249,0.9874451891,0.9702853531,0.52870487,0.54854193,0.842449065,0.91242341797,0.1908397,0.99999985887,0.996803152,0.92869887,0.889967381,0.9135685572,0.7862494869,0.652589226,0.79,0.50782,0.51152,0.80653437694,0.9263,0.5954,0.87786351
3 wk ahead,HHS Region 8,2014/2015,49,0.228541,0.270745,0.301294,0.466874,0.113972,0.405483,0.977717645,0.9795740412,0.67934183,0.69493997,0.88380930885,0.74097441962,0.297709932,0.989344693,0.9783137274,0.999869448,0.907795052,0.9602852874,0.8942719129,0.847066041,0.9,0.75304,0.75976,0.91313794094,0.9476,0.5886,0.95682682
3 wk ahead,HHS Region 8,2014/2015,50,0.055114,0.148581,0.104469,0.255946,0.036494,0.293288,0.995584552,0.9806847363,0.790731488,0.807079023,0.9970569627,0.97132627341,0.335877872,0.824696757676,0.6679581149,0.9997878584,0.910169179,0.9886740408,0.947101413,0.980118357,0.94,0.82668,0.82888,0.91817193994,0.9243,0.7113,0.95917286
3 wk ahead,HHS Region 8,2014/2015,51,0.012583,0.099292,0.015207,0.081088,0.023229,0.075954,0.991534313,0.9785894039,0.69325688,0.71624939,0.88214826453,0.81563043151,0.26717558,0.27733410756,0.83070582169,0.950750273,0.583444189,0.6386565608,0.896142556,0.895499339,0.894,0.62576,0.62412,0.84414175794,0.7927,0.5607,0.9434208
3 wk ahead,HHS Region 8,2014/2015,52,0.045842,0.131215,0.035915,0.104593,0.065138,0.135797,0.840664566,0.888901704,0.69999613,0.7327192,0.22761018761,0.03574323871,0.259541992,0.0370291903,0.6599433256,0.8063719057,0.350499179,0.3175096852,0.7648488217,0.888621152,0.742,0.59396,0.59388,0.81502318434,0.6661,0.5869,0.95215438
3 wk ahead,HHS Region 8,2014/2015,53,0.191333,0.323298,0.095908,0.093926,0.051196,0.262644,0.530221914362429,0.914758743,0.7119854,0.7119854,0.49938416613,0.00684071252,0.244274816,0.3814766658,0.8625235765,0.6018771586,0.394989763,0.2740445362,0.5007451909,0.853037327,0.426,0.59178,0.59374,0.77238182254,0.57,0.4932,0.94179348
3 wk ahead,HHS Region 8,2015/2016,1,0.049937,0.068688,0.073314,0.190696,0.053965,0.165327,0.2858594526941,0.0207551145,0.24729452,0.26774682,0.34541037,0.26010635976,0.099236644,0.10173303,0.029754649,0.357439589,0.377233828,0.4558163468,0.2674510812,0.337904381,0.258,0.18352,0.1802,0.29641694274,0.5915,0.41,0.03898282
3 wk ahead,HHS Region 8,2015/2016,2,0.22668,0.388758,0.227321,0.189421,0.178099,0.219373,0.44228282645,0.1357149129,0.306329187,0.321682841,0.42892318,0.3595783409,0.122137408,0.6583891792,0.8330501186,0.46388854,0.645231369,0.5191934124,0.2648977753,0.297530956,0.258,0.3307,0.33012,0.38969497974,0.7049,0.513,0.23918603
3 wk ahead,HHS Region 8,2015/2016,3,0.837389,0.660768,0.380727,0.670127,0.716717,0.728087,1.00000002283202,0.4779081051,0.347707428,0.365902149,0.685597526,0.517331357,0.137404584,0.91660837,0.98212608,0.72171662,0.748104159,0.641112078,0.306057339,0.3720164909,0.292,0.45052,0.44904,0.45030106274,0.7985,0.7117,0.51367012
3 wk ahead,HHS Region 8,2015/2016,4,0.958135,0.856133,0.902112,0.735536,0.979378,0.772898,0.4680086523,0.944783293,0.439904579,0.461044498,0.917696277,0.95328688951,0.160305348,1.0000000188,1.0000000294,0.82435604,0.841736499,0.7710256324,0.4954176525,0.5083095041,0.494,0.59506,0.59634,0.53627481764,0.8551,0.757,0.76891267
3 wk ahead,HHS Region 8,2015/2016,5,0.929466,0.788237,0.776073,0.548749,0.621502,0.819429,0.548356519,0.9672480713,0.463107173,0.48259319,0.91274395148,0.92573694953,0.167938936,1.0000000314,0.99999994268,0.87614341,0.753052046,0.781999851,0.64168256286,0.6598505373,0.64,0.63082,0.63238,0.57783042674,0.8522,0.8265,0.33025298
3 wk ahead,HHS Region 8,2015/2016,6,0.057965,0.091958,0.096603,0.129331,0.061957,0.14598,0.5817017199,0.8949536026,0.479265187,0.502991958,0.78802826595,0.79248660303,0.15267176,0.9959344715,0.99961641,0.83701959,0.589498367,0.7405208758,0.5971115129,0.5767798421,0.602,0.41674,0.41354,0.55907611274,0.7584,0.7186,0.15055317
3 wk ahead,HHS Region 8,2015/2016,7,0.031196,0.157298,0.093985,0.146673,0.045972,0.119985,0.840504223974196,0.9413304061,0.551928583,0.60005266,0.66779586792,0.79755875689,0.160305348,0.9909782015,0.9978231976,0.81084233,0.320430893,0.7912183468,0.625753965622,0.82272952309,0.596,0.45958,0.45998,0.63606751134,0.694,0.7127,0.05959402
3 wk ahead,HHS Region 8,2015/2016,8,0.035888,0.037254,0.042631,0.126652,0.041221,0.106694,0.85929130648,0.9675217587,0.667304412,0.699012663,0.7950515638,0.81468285871,0.167938936,1.0000000356,1.0000000109,0.668268583,0.387917207,0.8061648386,0.79807420647,0.8443942798,0.79,0.53642,0.53484,0.71898136094,0.6606,0.6838,0.43402451
3 wk ahead,HHS Region 8,2015/2016,9,0.033952,0.054091,0.029288,0.079359,0.025269,0.101347,0.927510034805,0.9429730978,0.732681394,0.732681394,0.62741688753,0.89254275685,0.145038172,1.000000095,0.999999998,0.516672879,0.453458708,0.7699320084,0.73260383048,0.9614805831,0.73,0.33064,0.33202,0.71019644494,0.6184,0.737,0.74100698
3 wk ahead,HHS Region 8,2015/2016,10,0.016626,0.039969,0.016627,0.086042,0.03,0.06466,0.748032559172,0.9650653983,0.783243919,0.783243919,0.43715649355,0.92971821838,0.137404584,1.0000000193,1.0000000277,0.337969154,0.58730866,0.7523372742,0.77237503632,0.954189905,0.77,0.246,0.2492,0.75264040494,0.55,0.6351,0.59324645
3 wk ahead,HHS Region 8,2015/2016,11,0.030607,0.084149,0.060654,0.119314,0.043274,0.131986,0.997745422231447,0.9619694872,0.772710601,0.806753591,0.35417662542,0.79090791038,0.129770996,0.999999887,1.000000016,0.345789121,0.451332386,0.8012790392,0.756331511623,0.9483869045,0.754,0.32772,0.32902,0.78827361994,0.5449,0.6488,0.30930487
3 wk ahead,HHS Region 8,2015/2016,12,0.014621,0.027485,0.029888,0.071349,0.025929,0.098689,0.612289129604405,0.856735744,0.67435863,0.719044682,0.23848396896,0.51619579103,0.099236644,0.730791376,0.6127890114,0.237379173,0.445246179,0.6087510398,0.70078692896,0.912967808,0.698,0.20142,0.2019,0.7449412639,0.3927,0.5138,0.21677625
3 wk ahead,HHS Region 8,2015/2016,13,0.015925,0.031949,0.04331,0.078086,0.03801,0.098009,0.4628547208,0.949633174,0.69244794,0.73929528,0.18924574065,0.46712844046,0.091603056,0.892347921,0.827998,0.281306175,0.442521967,0.629886431,0.654000520764239,0.9475611427,0.654,0.25668,0.25802,0.7678412239,0.3449,0.4274,0.10784725
3 wk ahead,HHS Region 8,2015/2016,14,0.013284,0.073351,0.036646,0.09205,0.04533,0.078029,0.3533237565,0.8547205584,0.59182301,0.63699426,0.2179495471,0.28815403282,0.07633588,0.09846248,0.05142272,0.24318898,0.4332898,0.5218710028,0.498000544099866,0.786351436,0.498,0.21746,0.2143,0.7407956516,0.2897,0.4116,0.20647921
3 wk ahead,HHS Region 8,2015/2016,15,0.155359,0.328706,0.154682,0.180046,0.170021,0.286063,0.2364248388,0.9441740376,0.60926996,0.65671769,0.452480577,0.4022951182,0.07633588,0.6778239,0.6603067,0.30739986,0.49768663,0.7032740456,0.68400024012588,0.81165144,0.684,0.21628,0.21454,0.7982429794,0.3681,0.516,0.26290542
3 wk ahead,HHS Region 8,2015/2016,16,0.047313,0.126694,0.099333,0.122686,0.084638,0.249413,0.216515452,0.8054309107,0.48681096,0.5176143,0.323656626,0.25891782711,0.061068704,0,0,0.28204248,0.41461796,0.7107870464,0.59800015204554,0.67346698,0.598,0.12616,0.12794,0.737834342,0.3264,0.5078,0.17710989
3 wk ahead,HHS Region 8,2015/2016,17,0.068685,0.167388,0.106715,0.140708,0.133334,0.254695,0.0170821281171087,0.7107312126,0.49524011,0.53810552,0.343481894,0.519431877,0.053435116,0,0,0.29703756,0.45597126,0.7031230678,0.731999897,0.714944,0.732,0.10974,0.11228,0.714638183,0.3499,0.5178,0.28445009
3 wk ahead,HHS Region 8,2015/2016,18,0.037303,0.141664,0.124008,0.198709,0.104048,0.258748,0.00191626095736473,0.8198289128,0.51064067,0.57555293,0.41406555,0.63376521,0.053435116,0,0,0.38472831,0.45597126,0.880884857,0.62000030729,0.73976853,0.62,0.12956,0.13134,0.754910701,0.3511,0.4827,0.26993631
3 wk ahead,HHS Region 8,2015/2016,43,0.201352,0.277427,0.168,0.280713,0.313346,0.428767,0.216011264031356,0.0623706522,0.21894944,0.24626991,0.304879493,0.516095993,0.061068704,0.6496841,0.791964,0.35072162,0.41461796,0.3354019794,0.230000211646549,0.42008024,0.23,0.06294,0.06118,0.4252294849,0.6113,0.4996,0.36973089
3 wk ahead,HHS Region 8,2015/2016,44,0.244024,0.303403,0.269362,0.318064,0.264681,0.371481,0.5626244656,0.1992349577,0.25964711,0.2932245,0.5243828972,0.670140985,0.07633588,0.8099698,0.8241995,0.50578756,0.55853303,0.5986693144,0.348000200793268,0.555036107,0.348,0.16302,0.16456,0.5056756469,0.6541,0.4859,0.46273093
3 wk ahead,HHS Region 8,2015/2016,45,0.025984,0.080004,0.037303,0.090025,0.044668,0.190023,6.87988401757753e-13,0.0044040445,0.18221101,0.21570165,0.0498693672,0.06841025192,0.053435116,0.03734336,0.008281541,0.33420953,0.34124761,0.1853962854,0.08769140501,0.1270674382,0.086,0.03766,0.03492,0.27568848494,0.3486,0.1185,0.16456746
3 wk ahead,HHS Region 8,2015/2016,46,0.080686,0.216711,0.086008,0.163383,0.096671,0.266068,0.086816455194198,0.0375151667,0.22462311,0.26031127,0.203529318,0.35452724199,0.068702292,0.61196374,0.69606364,0.29305417,0.42555779,0.3371074064,0.25350325074,0.335055553,0.25,0.0673,0.06622,0.36590661794,0.4364,0.1515,0.22526714
3 wk ahead,HHS Region 8,2015/2016,47,0.03932,0.094017,0.035327,0.09599,0.038001,0.141379,0.0135234036184,0.0121334171,0.19621291,0.21442052,0.083341301,0.07545795447,0.068702292,0.040321884,0,0.26411771,0.299974747,0.1964207568,0.0667991457,0.318204403,0.056,0.04628,0.04774,0.33481393394,0.306,0.0703,0.07500769
3 wk ahead,HHS Region 8,2015/2016,48,0.240075,0.27271,0.339355,0.322076,0.320679,0.377474,0.312193296,0.1018128777,0.23766271,0.25467146,0.276870776,0.3734794981,0.091603056,0.53530218,0.2720141,0.325698308,0.57311604,0.2065024178,0.1080038371,0.340894244,0.098,0.17578,0.17218,0.43519888394,0.5812,0.0918,0.35653414
3 wk ahead,HHS Region 8,2015/2016,49,0.392696,0.359451,0.562696,0.362079,0.558064,0.451422,0.305876388,0.2587452398,0.2452455,0.25660587,0.2336760927,0.3652866498,0.11450382,0.72624834,0.557406261,0.4710965,0.7410043,0.3989801886,0.2107086598,0.334876466,0.18,0.28954,0.28704,0.52087651144,0.6777,0.1687,0.61898669
3 wk ahead,HHS Region 8,2015/2016,50,0.120037,0.181424,0.158092,0.198708,0.150035,0.240097,0.262727052,0.0051827989,0.20641478,0.21208129,0.421953401,0.56256921,0.083969468,0.33888241,0.13712820907,0.177705132,0.438711857,0.275636864,0.151170417,0.294429706,0.118,0.05074,0.05236,0.30885401944,0.5324,0.1743,0.25649482
3 wk ahead,HHS Region 8,2015/2016,51,0.057308,0.114658,0.054006,0.117347,0.054021,0.122676,0.5175307196,0.0171554529,0.22491488,0.24465381,0.437872907,0.50680194,0.091603056,0.523643667,0.404254709,0.284775844,0.375085449,0.3511613972,0.269874335,0.322560662,0.26,0.04426,0.04394,0.31221004364,0.5282,0.3129,0.14276562
3 wk ahead,HHS Region 8,2015/2016,52,0.022622,0.079378,0.031946,0.097386,0.023966,0.122021,0.350378525,0.0152815583,0.26011299,0.26011299,0.30947825,0.397894311,0.091603056,0.0135357995,0,0.35240775,0.087632696,0.393863947,0.206032467,0.347940435,0.176,0.03624,0.0342,0.28072254264,0.4272,0.2612,0.02424128
3 wk ahead,HHS Region 8,2016/2017,1,0.027962,0.079293,0.037927,0.112682,0.051289,0.07591,0.436762659,0.6864192473,0.47788174,0.5181336,0.44081951553,0.4602617248,0.160305348,0.2080390268,0.16362393984,0.56999488,0.75197628,0.536989279,0.5591212425,0.543995018,0.552,0.34632,0.34912,0.57289508584,0.7358,0.5653,0.25627354
3 wk ahead,HHS Region 8,2016/2017,2,0.063893,0.060686,0.071904,0.09322,0.067205,0.126597,0.2866488311,0.846605343,0.51274666,0.555866981,0.6545781189,0.52758158911,0.175572524,0.444311707,0.4843946579,0.774663635,0.791940136,0.3480731636,0.44032919126,0.5139107071,0.414,0.4343,0.443,0.59480801674,0.7143,0.5565,0.5499166
3 wk ahead,HHS Region 8,2016/2017,3,0.0679,0.063194,0.044592,0.065973,0.076623,0.058526,0.34298467,0.6521041412,0.498165464,0.522799108,0.52868527122,0.17727601985,0.175572524,0.3371956369,0.33565193442,0.581007225,0.592550426,0.186531798,0.23827744702,0.4695166876,0.188,0.4427,0.44606,0.57457309654,0.6325,0.5265,0.31450048
3 wk ahead,HHS Region 8,2016/2017,4,0.753518,0.960897,0.511331,0.218618,0.315349,0.20795,0.288525788047,0.9700236906,0.60962735,0.634687547,0.89519357203,0.48302987398,0.206106876,0.94856841219,0.99363191015,0.844697503,0.848367928,0.41812109,0.47779215318,0.7243394681,0.432,0.57136,0.56788,0.66725891474,0.7173,0.5837,0.57522687
3 wk ahead,HHS Region 8,2016/2017,5,0.01394,0.033906,0.011963,0.025248,0.011962,0.017265,0.086116109,0.0252495629,0.293390165,0.301841742,0.09263552902,0.03934135841,0.122137408,0.158885373,0.072785073,0.298764231,0.153857446,0.0368864752,0.10783542919,0.2018611871,0.086,0.06002,0.05884,0.40272431174,0.3599,0.3164,0.1765229
3 wk ahead,HHS Region 8,2016/2017,6,0.01864,0.022166,0.019242,0.025969,0.022664,0.018604,0.0557620517,0.0370114945,0.306279409,0.31358941,0.08442688774,0.02680970154,0.11450382,0.110838836,0.0304704887,0.200487187,0.314231296,0.065966611,0.1638299635,0.268935821,0.146,0.03868,0.03914,0.39838122374,0.4087,0.325,0.11007313
3 wk ahead,HHS Region 8,2016/2017,7,0.011301,0.028628,0.005281,0.032575,0.015945,0.015928,0.10914276,0.0394859898,0.293842456,0.296068101,0.04697470639,0.01002995891,0.106870232,8.022129e-05,0.001353017,0.279443071,0.045220323,0.1344390042,0.095244026875,0.27443714892,0.06,0.03572,0.03582,0.41210147664,0.2623,0.2149,0.00752085
3 wk ahead,HHS Region 8,2016/2017,8,0.012453,0.053333,0.009302,0.016624,0.020623,0.068717,0.010208677361,0.0141373779,0.17712174,0.175339313,0.0305365241,0.01004255259,0.083969468,0,0,0.118655919,0.247649768,0.1071439178,0.10052849642,0.1492548705,0.098,0.00554,0.00516,0.33007598944,0.3281,0.2081,0.11865675
3 wk ahead,HHS Region 8,2016/2017,9,0.052684,0.070689,0.04261,0.090688,0.11066,0.117341,4.16938800599767e-06,0.5287917163,0.351494092,0.362465035,0.703706468,0.78378838577,0.099236644,0.64549501,0.71508175,0.113826124,0.63648187,0.5812757248,0.3640008596963,0.393395904,0.364,0.05118,0.04938,0.49768037694,0.5089,0.4329,0.87366366
3 wk ahead,HHS Region 8,2016/2017,10,0.025854,0.042612,0.046687,0.047331,0.035951,0.091346,0.0102745963996911,0.4409144104,0.334480014,0.345710153,0.2565190952,0.48174980888,0.083969468,0.410099362,0,0.204040486,0.438711857,0.442474673,0.31200123719623,0.386370942,0.312,0.0212,0.021,0.48978382394,0.3896,0.3295,0.60439395
3 wk ahead,HHS Region 8,2016/2017,11,0.07001,0.04918,0.121369,0.15466,0.096018,0.176024,0.29338777096,0.6482473001,0.422721108,0.460134512,0.4133112975,0.764211108,0.083969468,0,0,0.26226932,0.5670371,0.5811751128,0.687997474089718,0.5336891877,0.688,0.05818,0.0561,0.56006316894,0.5491,0.5305,0.65098945
3 wk ahead,HHS Region 8,2016/2017,12,0.017305,0.030858,0.015323,0.042028,0.046029,0.032029,0.36401336,0.4829967802,0.3776262,0.404804767,0.14156515994,0.41269343204,0.068702292,0,0,0.18220326,0.42555779,0.5178484024,0.29600274214649,0.495157095,0.296,0.02852,0.028,0.5277859939,0.324,0.3218,0.02916892
3 wk ahead,HHS Region 8,2016/2017,13,0.344723,0.496132,0.158002,0.146032,0.164046,0.140662,0.55568236,0.7061566729,0.47992023,0.52471239,0.30955009173,0.54255809045,0.068702292,0,0,0.29849162,0.4879886,0.6678038174,0.556000141818918,0.71726191,0.556,0.04784,0.04862,0.6012240139,0.4049,0.4222,0.06335741
3 wk ahead,HHS Region 8,2016/2017,14,0.061365,0.0884,0.217368,0.236758,0.194704,0.280701,0.90764800111,0.8102419382,0.57092712,0.63063874,0.4116879402,0.5284147779,0.07633588,0,0,0.32867269,0.55853303,0.8068857074,0.744000017144411,0.739650002,0.744,0.11148,0.11136,0.7271739547,0.5215,0.5653,0.15655208
3 wk ahead,HHS Region 8,2016/2017,15,0.902107,0.922168,0.627506,0.680157,0.538749,0.56016,0.931012518184179,0.890816106,0.58692271,0.64582631,0.782110146,0.829990803,0.07633588,0,0,0.37580929,0.61354909,0.8257541394,0.82800005479244,0.81507505,0.828,0.21502,0.21878,0.7822524616,0.5704,0.5544,0.27290802
3 wk ahead,HHS Region 8,2016/2017,16,0.00466,0.010001,0.005341,0.033367,0.007301,0.038684,0.000206360585972409,0.371062065,0.33401684,0.35863088,0.2421971122,0.3165740034,0.045801528,0,0,0.18989132,0.37833102,0.4922084304,0.3760000916028,0.50128813,0.376,0.04588,0.04894,0.580495563,0.3141,0.3732,0.0899158
3 wk ahead,HHS Region 8,2016/2017,17,0.150026,0.270707,0.191996,0.183391,0.260692,0.232003,0.56886837,0.75181925,0.56763646,0.64512276,0.607313406,0.744046344,0.061068704,0,0,0.29866439,0.47449245,0.8196951678,0.7740014618463,0.8177217,0.774,0.30288,0.30148,0.767249025,0.4179,0.5531,0.16951134
3 wk ahead,HHS Region 8,2016/2017,18,0.702042,0.87012,0.495359,0.590707,0.59938,0.604036,0.684863191,0.8233078517,0.64634867,0.71391364,0.6566294483,0.787268415,0.068702292,0,0,0.40816385,0.4879886,0.959438843,0.764003972383,0.88250967,0.764,0.35674,0.35556,0.84700423,0.4542,0.5828,0.07700203
3 wk ahead,HHS Region 8,2016/2017,43,0.370685,0.323399,0.376683,0.244675,0.37999,0.343408,0.0268418005940663,0.149540103,0.26142019,0.30581748,0.280949062,0.36635350388,0.068702292,0.0573684,0.0592295,0.29626758,0.42555779,0.5400271622,0.222001812516418,0.57508618,0.222,0.1164,0.1194,0.4948178828,0.5391,0.5043,0.20420241
3 wk ahead,HHS Region 8,2016/2017,44,0.7053,0.5601,0.51799,0.53683,0.593364,0.370744,0.240534502,0.0634574502,0.21989198,0.25171969,0.290693824,0.49956147,0.061068704,0,0,0.25885363,0.41461796,0.4995915614,0.323999823001647,0.3199866638,0.324,0.05838,0.05582,0.37824499794,0.6207,0.4368,0.52953056
3 wk ahead,HHS Region 8,2016/2017,45,0.97804,0.941551,0.968739,0.816831,0.99002,0.858172,0.535563325,0.482336696,0.40289532,0.5393038,0.777841143,0.97727556509,0.099236644,0.73160951,0.81803501,0.48214068,0.73133071,0.7097143712,0.79728631656,0.8602065633,0.794,0.39008,0.38686,0.61770801894,0.7925,0.6577,0.77877383
3 wk ahead,HHS Region 8,2016/2017,46,0.75203,0.586788,0.712017,0.52936,0.684688,0.416694,0.486961326,0.1067299432,0.30919968,0.37720313,0.327631578,0.57031287416,0.083969468,0.493363,0.6136796,0.45838662,0.438711857,0.5404587866,0.42029461355,0.5790963528,0.412,0.20602,0.20716,0.47902478794,0.604,0.3432,0.33976951
3 wk ahead,HHS Region 8,2016/2017,47,0.966697,0.664113,0.875354,0.702173,0.932076,0.842061,0.408057352097361,0.2681065348,0.33211296,0.37006545,0.433808099,0.59060733052,0.099236644,0.71013709,0.81687352,0.53056112,0.577450047,0.6193438786,0.48773768229,0.559286024,0.484,0.23858,0.24294,0.53824893694,0.781,0.5124,0.56288496
3 wk ahead,HHS Region 8,2016/2017,48,0.985398,0.576342,0.949384,0.62543,0.828778,0.751524,0.83283367019,0.9015827368,0.48203101,0.50643628,0.60240784222,0.62631901522,0.160305348,0.80041885,0.86338829,0.80852127,0.651620107,0.8375621764,0.4917133736,0.60108607,0.486,0.52782,0.53216,0.74286841494,0.8139,0.4348,0.54771653
3 wk ahead,HHS Region 8,2016/2017,49,0.729374,0.610021,0.583987,0.575399,0.280068,0.34939,0.11755571856,0.2074121784,0.25561517,0.27279335,0.26247052045,0.3873011889,0.11450382,0.45129799,0.42065503,0.6219315,0.448846562,0.273520792,0.2194002762,0.335930004,0.182,0.2844,0.2878,0.51278254694,0.6875,0.2395,0.16397473
3 wk ahead,HHS Region 8,2016/2017,50,0.996039,0.808189,0.800049,0.79603,0.729367,0.768919,0.829185968725,0.9337874039,0.47982999,0.50443363,0.5756680084,0.6292951202,0.175572524,0.81415672,0.9414396649,0.77108798,0.754090397,0.8287250004,0.7074324,0.647725775,0.722,0.48604,0.48634,0.71226927464,0.8445,0.6299,0.50545028
3 wk ahead,HHS Region 8,2016/2017,51,0.042592,0.117294,0.055913,0.099934,0.073303,0.073277,0.539806143499254,0.4509582478,0.40999335,0.43921312,0.63931965814,0.60667551576,0.145038172,0.04604269521,0.0331126389,0.561568466,0.087747836,0.5478126178,0.476954124,0.506735874,0.462,0.29842,0.29864,0.56726880254,0.6193,0.4671,0.07933398
3 wk ahead,HHS Region 8,2016/2017,52,0.147261,0.27003,0.289359,0.294017,0.093345,0.383363,0.6690688923,0.4513636586,0.52949787,0.56944808,0.0114586307,0.03305174712,0.175572524,0.7131426223,0.7984907149,0.771917656,0.791940136,0.7754295868,0.8246726928,0.653103431,0.872,0.398,0.40066,0.64396408664,0.8456,0.7462,0.32505639
3 wk ahead,HHS Region 8,2017/2018,1,0.110678,0.197934,0.157343,0.291386,0.127278,0.227943,0.5938477034,0.9465414557,0.62172989,0.68477089,0.76276235728,0.7520285615,0.213740464,0.692459879,0.6864512917,0.853147988,0.676417946,0.8124249884,0.6398192679,0.727133194,0.614,0.44322,0.44372,0.715922144317,0.7338,0.6532,0.81197409
3 wk ahead,HHS Region 8,2017/2018,2,0.44063,0.336671,0.331419,0.39006,0.339959,0.323972,0.5640261379,0.978212855,0.714452569,0.780571473,0.95592496767,0.9332959492,0.251908404,0.95006561084,0.9956307645,0.9040795,0.897946385,0.5697022836,0.6661931728,0.7897814333,0.632,0.60658,0.6003,0.774904878317,0.792,0.6578,0.95149341
3 wk ahead,HHS Region 8,2017/2018,3,0.117297,0.09718,0.264035,0.424647,0.232622,0.411439,0.445541907,0.9770818081,0.7100659,0.749630688,0.84281623539,0.67349731698,0.244274816,1.0000000699,0.986482845,0.845982031,0.853377372,0.39950393,0.4880941115,0.7768078561,0.412,0.59204,0.59286,0.757767311017,0.7755,0.603,0.9405364
3 wk ahead,HHS Region 8,2017/2018,4,0.225968,0.332674,0.278539,0.269407,0.195335,0.32733,0.436331026,0.9743185635,0.665763827,0.703271357,0.90208958106,0.56848214181,0.22900764,1.0000000034,0.999999962,0.695330063,0.879225875,0.4344922706,0.57575978153,0.8045357326,0.518,0.56924,0.56154,0.730712765217,0.7011,0.4448,0.92245714
3 wk ahead,HHS Region 8,2017/2018,5,0.086551,0.165327,0.14204,0.233343,0.131952,0.170689,0.545323147,0.9773438943,0.723446124,0.723446124,0.77022026159,0.52112854278,0.221374052,0.9305657965,0.9920582128,0.5666470183,0.760124172,0.55857727,0.509725551771,0.88156150228,0.466,0.56466,0.56622,0.731621557717,0.6979,0.5914,0.33476454
3 wk ahead,HHS Region 8,2017/2018,6,0.04523,0.062578,0.047221,0.137997,0.042578,0.068615,0.2941161423,0.7766655039,0.610426679,0.610426679,0.41421467869,0.14561111579,0.167938936,0.410917625,0.863015254,0.2234924597,0.456490487,0.3046583236,0.34384963204,0.7054086061,0.302,0.15242,0.15304,0.614175429017,0.5453,0.4963,0.04659733
3 wk ahead,HHS Region 8,2017/2018,7,0.039059,0.03994,0.055282,0.107322,0.039987,0.110008,0.1722329861,0.7503856112,0.564488123,0.564488123,0.3298835806,0.20241016027,0.145038172,0.400188219,0.875868239,0.225157553,0.453458708,0.3703819318,0.332712625536,0.6757492435,0.294,0.07462,0.0788,0.58226720523,0.5067,0.4665,0.13527849
3 wk ahead,HHS Region 8,2017/2018,8,0.107998,0.224718,0.057299,0.110083,0.051321,0.054591,0.0389774607892,0.5574459861,0.427006486,0.427006486,0.1921921535,0.03672994878,0.122137408,0.4051638666,0.506942979,0.156096269,0.254273298,0.2143171574,0.220224697889,0.4612877877,0.194,0.04868,0.04822,0.547682523917,0.4025,0.3639,0.1213374
